Premium Alcohol Master List (534 products);;;;;;;;;;;;;;;
Prepared March 8, 2026. Retailer columns are a mixed dataset: exact sampled listings were used where I could verify them, and the remaining rows are typical/estimated South African shelf prices based on brand tier, bottle size, and retailer positioning.;;;;;;;;;;;;;;;
Image Search URL opens a product image search rather than a direct hosted image file, because direct hotlinked retailer image URLs are unstable across stores.;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Product Name;Category;Bottle Size;Country of Origin;Alcohol %;Cheapest Price (ZAR);Cheapest Retailer;Checkers Price (est.);Pick n Pay Price (est.);TOPS Price (est.);Woolworths Price (est.);Norman Goodfellows Price (est.);Image Search URL;Product Search URL;Notes;Suggested Image Search Term
Glenmorangie Original 10 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Glenmorangie+Original+10+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Glenmorangie+Original+10+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Glenmorangie Original 10 Year Old bottle pack product image
Glenmorangie Lasanta 12 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Glenmorangie+Lasanta+12+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Glenmorangie+Lasanta+12+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Glenmorangie Lasanta 12 Year Old bottle pack product image
Glenmorangie Quinta Ruban 14 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Glenmorangie+Quinta+Ruban+14+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Glenmorangie+Quinta+Ruban+14+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Glenmorangie Quinta Ruban 14 Year Old bottle pack product image
Glenmorangie Nectar d’Or;Whisky - Single Malt Scotch;750ml;Scotland;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Glenmorangie+Nectar+d%E2%80%99Or+bottle+pack+product+image;https://www.google.com/search?q=Glenmorangie+Nectar+d%E2%80%99Or+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Glenmorangie Nectar d’Or bottle pack product image
Glenmorangie Signet;Whisky - Single Malt Scotch;750ml;Scotland;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;R3 296,00;R3 200,00;https://www.google.com/search?tbm=isch&q=Glenmorangie+Signet+bottle+pack+product+image;https://www.google.com/search?q=Glenmorangie+Signet+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Glenmorangie Signet bottle pack product image
The Dalmore 12 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=The+Dalmore+12+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=The+Dalmore+12+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";The Dalmore 12 Year Old bottle pack product image
The Dalmore 15 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=The+Dalmore+15+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=The+Dalmore+15+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";The Dalmore 15 Year Old bottle pack product image
The Dalmore 18 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;R3 296,00;R3 200,00;https://www.google.com/search?tbm=isch&q=The+Dalmore+18+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=The+Dalmore+18+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";The Dalmore 18 Year Old bottle pack product image
The Dalmore Cigar Malt Reserve;Whisky - Single Malt Scotch;750ml;Scotland;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=The+Dalmore+Cigar+Malt+Reserve+bottle+pack+product+image;https://www.google.com/search?q=The+Dalmore+Cigar+Malt+Reserve+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";The Dalmore Cigar Malt Reserve bottle pack product image
Ardbeg 10 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Ardbeg+10+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Ardbeg+10+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Ardbeg 10 Year Old bottle pack product image
Ardbeg Uigeadail;Whisky - Single Malt Scotch;750ml;Scotland;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Ardbeg+Uigeadail+bottle+pack+product+image;https://www.google.com/search?q=Ardbeg+Uigeadail+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Ardbeg Uigeadail bottle pack product image
Ardbeg Corryvreckan;Whisky - Single Malt Scotch;750ml;Scotland;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Ardbeg+Corryvreckan+bottle+pack+product+image;https://www.google.com/search?q=Ardbeg+Corryvreckan+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Ardbeg Corryvreckan bottle pack product image
Lagavulin 8 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Lagavulin+8+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Lagavulin+8+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Lagavulin 8 Year Old bottle pack product image
Lagavulin 16 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Lagavulin+16+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Lagavulin+16+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Lagavulin 16 Year Old bottle pack product image
Talisker 10 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Talisker+10+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Talisker+10+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Talisker 10 Year Old bottle pack product image
Talisker Skye;Whisky - Single Malt Scotch;750ml;Scotland;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Talisker+Skye+bottle+pack+product+image;https://www.google.com/search?q=Talisker+Skye+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Talisker Skye bottle pack product image
Talisker Storm;Whisky - Single Malt Scotch;750ml;Scotland;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Talisker+Storm+bottle+pack+product+image;https://www.google.com/search?q=Talisker+Storm+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Talisker Storm bottle pack product image
Laphroaig 10 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Laphroaig+10+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Laphroaig+10+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Laphroaig 10 Year Old bottle pack product image
Laphroaig Quarter Cask;Whisky - Single Malt Scotch;750ml;Scotland;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Laphroaig+Quarter+Cask+bottle+pack+product+image;https://www.google.com/search?q=Laphroaig+Quarter+Cask+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Laphroaig Quarter Cask bottle pack product image
Laphroaig Lore;Whisky - Single Malt Scotch;750ml;Scotland;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Laphroaig+Lore+bottle+pack+product+image;https://www.google.com/search?q=Laphroaig+Lore+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Laphroaig Lore bottle pack product image
Oban 14 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Oban+14+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Oban+14+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Oban 14 Year Old bottle pack product image
Aberlour 12 Year Old Double Cask;Whisky - Single Malt Scotch;750ml;Scotland;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Aberlour+12+Year+Old+Double+Cask+bottle+pack+product+image;https://www.google.com/search?q=Aberlour+12+Year+Old+Double+Cask+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Aberlour 12 Year Old Double Cask bottle pack product image
Aberlour A’bunadh;Whisky - Single Malt Scotch;750ml;Scotland;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Aberlour+A%E2%80%99bunadh+bottle+pack+product+image;https://www.google.com/search?q=Aberlour+A%E2%80%99bunadh+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Aberlour A’bunadh bottle pack product image
Benriach 10 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Benriach+10+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Benriach+10+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Benriach 10 Year Old bottle pack product image
Benriach 12 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Benriach+12+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Benriach+12+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Benriach 12 Year Old bottle pack product image
BenRiach The Smoky Ten;Whisky - Single Malt Scotch;750ml;Scotland;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=BenRiach+The+Smoky+Ten+bottle+pack+product+image;https://www.google.com/search?q=BenRiach+The+Smoky+Ten+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";BenRiach The Smoky Ten bottle pack product image
BenRiach The Original Ten;Whisky - Single Malt Scotch;750ml;Scotland;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=BenRiach+The+Original+Ten+bottle+pack+product+image;https://www.google.com/search?q=BenRiach+The+Original+Ten+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";BenRiach The Original Ten bottle pack product image
Benromach 10 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Benromach+10+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Benromach+10+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Benromach 10 Year Old bottle pack product image
Balvenie DoubleWood 12 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Balvenie+DoubleWood+12+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Balvenie+DoubleWood+12+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Balvenie DoubleWood 12 Year Old bottle pack product image
Balvenie Caribbean Cask 14 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Balvenie+Caribbean+Cask+14+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Balvenie+Caribbean+Cask+14+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Balvenie Caribbean Cask 14 Year Old bottle pack product image
Balvenie DoubleWood 17 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R2 134,00;TOPS;R2 244,00;R2 222,00;R2 134,00;R2 266,00;R2 200,00;https://www.google.com/search?tbm=isch&q=Balvenie+DoubleWood+17+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Balvenie+DoubleWood+17+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Balvenie DoubleWood 17 Year Old bottle pack product image
Balvenie 21 Year Old PortWood;Whisky - Single Malt Scotch;750ml;Scotland;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;R3 296,00;R3 200,00;https://www.google.com/search?tbm=isch&q=Balvenie+21+Year+Old+PortWood+bottle+pack+product+image;https://www.google.com/search?q=Balvenie+21+Year+Old+PortWood+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Balvenie 21 Year Old PortWood bottle pack product image
Bunnahabhain 12 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Bunnahabhain+12+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Bunnahabhain+12+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Bunnahabhain 12 Year Old bottle pack product image
Bowmore 12 Year Old;Whisky - Single Malt Scotch;750ml;Scotland;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Bowmore+12+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Bowmore+12+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Bowmore 12 Year Old bottle pack product image
